personLabel	aliasLabel
Pavel Kiselyov	K. F. A. Rammelsberg	False
Pavel Kiselyov	C. F. Rammelsberg	False
John McDougall	Cenk Kadir Uygur	False
Wang Lang	Arnulf II of Flanders	False
An Qingxu	Amenemhet III	False
An Qingxu	Rammelsberg	False
An Qingxu	Narottama Sīhamunī	False
Georgi Atanasov	Msholozi	False
Reid Fred Murray	Jacob Gedleyihlekisa Zuma	False
Reid Fred Murray	Jacob G. Zuma	False
Chen Zi'ang	Arthur James Balfour	False
Chen Zi'ang	Quintus Junius Rusticus	False
Gerasimos Arsenis	Quintus Iunius Rusticus	False
Gerasimos Arsenis	JZ	False
Francis G. Newlands	Olafur Ragnar Grimsson	False
Francis G. Newlands	Laura Chinchilla Miranda	False
Mike Curb	Bamir Myrteza Topi	False
Mike Curb	A. J. Balfour	False
Mike Curb	Viscount Traprain of Whittingehame	False
Mike Curb	first earl of Balfour	False
Mike Curb	Arthur James, Earl of Balfour	False
Hsieh Tung-min	1st Earl of Balfour	False
Carroll L. Beedy	Charles Louis Hueber	False
Chang Wen-ying	Carl Friedrich Michael Meinhof	False
Deng Tingzhen	Franz Erdmann Mehring	False
Gaius Bellicius Flaccus Torquatus	Amenemhet II	False
George-Étienne Cartier	Publius Aelius Traianus Hadrianus Augustus	False
Emperor Xiaozhao of Northern Qi	Publius Aelius Hadrianus Buccellanus	False
Qishan	Publius Aelius Hadrianus	False
Qishan	Emperor Publius Aelius Hadrianus	False
Qishan	Emperor of Rome Hadrian	False
Qishan	Emperor of Rome Adrian	False
Qishan	Emperor Hadrian	False
Wang Zhaojun	Caesar Traianus Hadrianus Augustus	False
Wang Zhaojun	Caesar Publius Aelius Traianus Hadrianus Buccellanus Augustus	False
Yin Ju-keng	Hugo Dieter Stinnes	False
Edme Charles Philippe Lepère	Sachin Ramesh Tendulkar	False
Edme Charles Philippe Lepère	God Of Cricket	False
Edme Charles Philippe Lepère	Marcus Cocceius Nerva	False
Ignacio Diego	Pierre Eugène Berthelot	False
Deng Tingzhen	Servius Sulpicius, Emperor of Rome Galba	False
Chen Zi'ang	Servius Sulpicius Galba Imperator Caesar Augustus	False
Deng Tingzhen	Servius Sulpicius Galba Caesar	False
Deng Tingzhen	Servius Galba Caesar Augustus	False
Deng Tingzhen	Lucius Sulpicius, Emperor of Rome Galba	False
Deng Tingzhen	Lucius Livius Ocella Sulpicius Galba	False
Deng Tingzhen	Emperor Galba	False
Deng Tingzhen	Walther Gustav Reinhardt	False
Ioannis Charalambopoulos	Marianne Schnitger	False
Luis Gutiérrez	Verissimus	False
Zhang Wentian	Marcus Catilius Severus Annius Verus	False
Zhang Shusheng	Marcus Aurelius Verus	False
Zhang Shusheng	Emperor of Rome Marcus Aurelius Antoninus	False
Chang Wen-ying	Emperor of Rome Marcus Aurelius	False
Chang Wen-ying	Caesar Marcus Aurelius Antoninus Augustus	False
Zhang Gui	Leon Blum	False
Sékouba Konaté	Lucius Ceionius Commodus Verus Armeniacus	False
Emperor Wu of Chen	Lucius Aurelius Verus	False
Qiu Fengjia	Marcus Annius Verus	False
Qiu Fengjia	Emma Anna Maria Zimmer	False
Qiu Fengjia	Hans Egon Reinert	False
Qiu Fengjia	Hadrianus	False
Qiu Fengjia	Adrian	False
Qiu Fengjia	Antoninus	False
Qiu Fengjia	Wilhelm Otto Albrecht Graf von Bismark-Schönhausen	False
Qiu Fengjia	Wilhelm Ernst Piecyk	False
Qiu Fengjia	Karl Heinrich Franz von Gareis	False
Li Baiyao	Carl von Gareis	False
Li Baiyao	Eugene Ricklin	False
Ding Feng	Dr. Eugen Schiffer	False
Li Baiyao	Marcus Aurelius Antoninus	False
Sourou-Migan Apithy	Master Blaster	False
Sourou-Migan Apithy	Alexander Gamal Radwan	False
Sourou-Migan Apithy	Norbert Sebastian Blüm	False
Ding Feng	Norbert Blum	False
Ding Feng	Blüm, Norbert Sebastian	False
Gaius Sallustius Crispus Passienus	Blüm, Norbert	False
Kuniwo Nakamura	Lunaçarski	False
Gábor Péter	Emperor of Rome Aulus Vitellius	False
Gábor Péter	Aulus, Emperor of Rome Vitellius	False
Emperor Wu of Chen	Aulus Vitellius Germanicus	False
Emperor Wu of Chen	Theodor Sickel	False
Emperor Wu of Chen	Klapka	False
Paul Cellucci	Paton of the Arts	False
Paul Cellucci	Pierre Eugène Marcellin Berthelot	False
Zhou Shidi	Pierre Eugene Marcellin Berthelot	False
Paul Boffa	Servius Sulpicius Galba	False
Luo Ruiqing	André Léon Blum	False
Jose Maria Sison	Geza Lakatos	False
Jose Maria Sison	Michael Daniel Higgins	False
Jose Maria Sison	Erich von dem Bach	False
Jose Maria Sison	大鸾	False
John Lynch	大鸞	False
Chen Shubao	周翔宇	False
Zhang Song	周總理	False
Chen Shubao	周恩来	False
Jin Xuan	周恩來	False
Leonid Gozman	周总理	False
Carlos Julio Arosemena Monroy	Premier Zhou	False
Demyan Korotchenko	Enlai Zhou	False
Demyan Korotchenko	Tendzin Gyatso	False
Emilio Castelar	Lhamo Tönzhub	False
Gwendolyn Rutten	Lhamo Dhondup	False
Maximino Ávila Camacho	Jetsun Jamphel Ngawang Lobsang Yeshe Tenzin Gyatso	False
Shih Ming-teh	Gyalwa Rinpoche	False
Juan Demóstenes Arosemena	Dalai Lama	False
Reino Kuuskoski	Economic Czar	False
Serge Vohor	Maria Ignacia Benitez	False
Serge Vohor	segundo a cargo Gerardo García Luna	False
Serge Vohor	involucrados en el saqueo más grande de México apollados por el prian( Enrique peña nieto)	False
Konstantin Kosachev	Anthony Blair	False
Jacob van Zuylen van Nijevelt	李克强	False
Wang Shichong	Premier Keqiang	False
Forbes Burnham	Léih Hāk-kèuhng	False
Forbes Burnham	Felipe de Jesús Calderón Hinojosa	False
Forbes Burnham	Felipe Calderón Hinojosa	False
Hassan al-Hudaybi	William II	False
Paul Passy	Wilhelm II	False
Paul Passy	Harvey Bernard Milk	False
John Lynch	Yoweri Kaguta Tibuhaburwa Museveni	False
Thomas F. Bayard	Yoweri Kaguta Museveni Tibuhaburwa	False
Miguel Grau	Yoweri Kaguta Museveni	False
Miguel Grau	Osmo Tapani Buller	False
Miguel Grau	The Prophet	False
Jin Xuan	The Messenger	False
Richard Olney	Servant of Allah	False
Richard Olney	Seal of the Prophets	False
Edwin B. Winans	Prophet Muhammad	False
Fred Akuffo	Muhammed	False
Fred Akuffo	Muhammad ibn Abdullah	False
Fred Akuffo	Mohammed	False
Kan'in Kotohito	Mohammad	False
Kan'in Kotohito	Mahomet	False
Kan'in Kotohito	Ahmad	False
Kan'in Kotohito	Abu'l-Qasim	False
Tivadar Batthyány	Abul Pakiz Jainulabdeen Abdul Kalam	False
Jim Jontz	Abdul Kalam	False
Mahmud al-Muntasir	A.P.J Abdul Kalam	False
V. J. Sukselainen	A P J Abdul Kalam	False
V. J. Sukselainen	President Michael Higgins	False
V. J. Sukselainen	President Michael Daniel Higgins	False
V. J. Sukselainen	President Michael D. Higgins	False
David D. Newsom	Mícheál Ó hUigínn	False
Emperor Wucheng of Northern Qi	Mícheál Dónal Ó hUigínn	False
David D. Newsom	Keqiang Li	False
Faris al-Khoury	Umar Hasan Ahmad al-Bashir	False
José Joaquín Trejos Fernández	Omar al-Beshir	False
Gerardo Barrios	Lt-Gen Umar Hasan Ahmad al-Bashir	False
Issa Pliyev	Georgi Sedefchov Parvanov	False
Issa Pliyev	The Rt. Hon. Sir Anthony Charles Lynton Blair PC KC	False
József Kristóffy	Sir Tony Blair	False
Gao Lingwei	Sir Anthony Charles Lynton Blair	False
Gao Lingwei	Rt. Hon. Anthony Charles Lynton Blair	False
"""Antonio """"El Potro"""" Alvarez"""	Anthony Charles Lynton Blair	False
Arintheus	Charles Roden Buxton	False
Eleanor of Naples, Duchess of Ferrara	Li K'o-ch'iang	False
Eleanor of Naples, Duchess of Ferrara	Lǐ Kèqiang	False
Eleanor of Naples, Duchess of Ferrara	Karl Emil Maximilian Weber	False
Eleanor of Naples, Duchess of Ferrara	Nicolò Machiavelli	False
Eleanor of Naples, Duchess of Ferrara	Nicolas Machiavel	False
Niklaus Manuel	Niccolo Machiavelli	False
Niklaus Manuel	Niccolò di Bernardo dei Machiavelli	False
Niklaus Manuel	Niccolo di Bernardo dei Machiavelli	False
Niklaus Manuel	N. Machiavelli	False
Niklaus Manuel	Machiavel	False
Niklaus Manuel	Domitianus	False
Niklaus Manuel	Nicolo Machiavelli	False
Niklaus Manuel	Tiberius Claudius Nero	False
Niklaus Manuel	Machiavelli	False
Niklaus Manuel	Nero Claudius Drusus Germanicus Caesar	False
Martin-Michel-Charles Gaudin	Nero Claudius Caesar Drusus Germanicus	False
Li Xin	Nero Claudius Caesar Augustus Germanicus	False
Li Xin	Emperor of Rome Nero	False
Lewis R. Bradley	Mulio	False
Paul Rowen	Titus Flavius Vespasianus	False
"""Antonio """"El Potro"""" Alvarez"""	Titus Aurelius Fulvus Boionius Arrius Antoninus	False
"""Antonio """"El Potro"""" Alvarez"""	Titus Aurelius Fulvius Boionius Arrius Antoninus	False
"""Antonio """"El Potro"""" Alvarez"""	Emperor of Rome Antoninus Pius	False
Panagiotis Kanellopoulos	Caesar Titus Aelius Hadrianus Antoninus Augustus Pius	False
Panagiotis Kanellopoulos	Caesar Aelius Hadrianus Antoninus Augustus Pius	False
Thomas Sutherland	Titus Vespasianus Augustus	False
José Joaquín Trejos Fernández	Titus Flavius Vespasianus	False
Ben Nelson	Optimus Princeps	False
István Kühár	Marcus Ulpius Nerva Traianus	False
István Kühár	Emperor Trajan	False
D. M. Dassanayake	Emperor of Rome Trajanus	False
Hypatius	Emperor of Rome Traianus Augustus Germanicus	False
Benjamin Ryan Tillman	Emperor of Rome Vespasian	False
Benjamin Ryan Tillman	Caesar Vespasianus Augustus	False
Benjamin Ryan Tillman	Antoninus	False
Benjamin Ryan Tillman	Paul Rostok	False
Benjamin Ryan Tillman	Paul Ludwig Ernst Rostock	False
Jorge Basadre	Julius Caesar Germanicus, Emperor of Rome Gaius	False
Jorge Basadre	Gaius Julius Caesar Germanicus Minor	False
Jorge Basadre	Gaius Julius Caesar Germanicus	False
Ma Su	Gaius Julius Caesar Augustus Germanicus	False
Ma Su	Gaius Iulius Caesar Germanicus Caligula	False
Remigio Morales Bermúdez	Gaius Caesar Germanicus	False
Richard Trench, 2nd Earl of Clancarty	Gaius Caesar	False
Richard Russell	Gaius	False
Richard Russell	Emperor of Rome Gaius Caesar Germanicus	False
Richard Russell	Emperor of Rome Gaius	False
Richard Russell	Emperor of Rome Caligula	False
Richard Russell	Titus Flavius Domitianus	False
Wang Shenzhi	Maximilian Karl Emil Weber	False
János Hadik	Maximilian Carl Emil Weber	False
Rakhat Aliyev	John M. Clayton	False
Rakhat Aliyev	Bergmann-Pohl, Sabine	False
Pepetela	Hasso Eccard von Manteuffel	False
Du Ruhui	Freiherr Hasso Eccard von Manteuffel	False
Dave Weldon	Song Ch'ing-ling	False
Tang Ching-sung	Madame Sun Yat-sen	False
Dave Weldon	Ollanta Moises Humala Tasso	False
Tang Ching-sung	Madame Chiang Kai-shek	False
Tang Ching-sung	Vladimir Ulyanov	False
Tang Ching-sung	Vladimir Ul'yanov	False
Tang Ching-sung	Vladimir Ilyich Ulyanov	False
Arthur B. Jenks	Vladimir Il'ich Ul'yanov	False
Arthur B. Rouse	Vladimir Il'ich Lenin	False
José Antonio Abreu	V. I. Ul'yanov	False
José Antonio Abreu	V. I. Lenin	False
Kenny Guinn	Eugen Karl Albrecht Gerstenmaier	False
Ying Ruocheng	Friedrich Adam von Trott zu Solz	False
Jákup Jógvansson	Lenin	False
Periyar	Wilhelm von Hohenzollern-Sigmaringen	False
Periyar	Wilhelm von Hohenzollern	False
Periyar	Prince Wilhelm, The Prince of Hohenzollern	False
Periyar	Ute Singer	False
Periyar	Ute Krummenast	False
Shi Lang	Leonard Beck Jordan	False
Shi Lang	Ramon Freire	False
Shi Lang	Thèn Séu-phìn	False
Thomas Sackville, 1st Earl of Dorset	Deng Xixian	False
Liu Rengui	Deng Syauping	False
Liu Rengui	Dang Siu-ping	False
Liu Rengui	Dang Hei-jin	False
Shi Lang	Dahng Síupìhng	False
Zhang Shaozeng	Tiberius Claudius Nero Drusus Germanicus	False
Sophocles Venizelos	Tiberius Claudius Drusus Nero Germanicus	False
Yasuhiko Asaka	Tiberius Claudius Drusus	False
Alexei Khvostov	Tiberius Claudius Caesar Augustus Germanicus	False
László Endre	刘湘	False
František Ladislav Rieger	刘少奇	False
Godlove Stein Orth	刘少基	False
Shi Lang	刘士奇	False
Shi Lang	刘卫黄	False
Pan Mei	Shaoqi Liu	False
Pan Mei	Rudhart, Ignatz von	False
Emperor Min of Later Tang	Ignatz von Rudhart	False
Emperor Min of Later Tang	Vallabhbhai Jhaverbhai Patel	False
Joseph-Adolphe Chapleau	Unifier of India	False
Klaus Iohannis	Sardar Vallabhbhai Patel	False
Klaus Iohannis	Sardar Vallabhbhai Jhaverbhai Patel	False
Guan Xing	Bismarck of India	False
Maximilian Joseph von Tarnóczy	Ballabh Bhai Patel	False
Mona Muscă	Tiberius Claudius Nero	False
Mona Muscă	Teng Hsiao-p'ing	False
Mona Muscă	Pontius Pilate Story relating to, transcript (18 cent.), NLW MS 2281B	False
Herman Claesson Fleming	Pontius Pilate	False
José de Castro	Pilatus	False
Li Yan	Pilate	False
Li Yan	Jiabao Wen	False
Robert Aderholt	Jose Joaquin Prieto	False
Johan Nicolai Madvig	Soong Mei-ling	False
Stanisław Staszic	Song Meiling	False
Hussein Maziq	Mayling Soong Chiang	False
Herman Claesson Fleming	Federico Errazuriz Echaurren	False
William II of Hainaut	Friedrich August Karl Ferdinand Julius von Holstein	False
William II of Hainaut	Manuel Blanco Enceladus	False
Ivan Todorov-Gorunia	Francisco Antonio Pinto y Diaz de la Puente	False
Vira Ulianchenko	Hussein	False
Publius Baebius Italicus	Jose Manuel Balmaceda	False
Han Tuozhou	Matti Paanala	False
David Heath	Matti Ensio Paanala	False
Pak Kil-yon	Hans Conrad Julius Reiter	False
Pak Kil-yon	Alfred Willi Rudolf Dutschke	False
Pak Kil-yon	Alfred Willi Rudi Dutschke	False
Per Federspiel	Johanna Maria Magdalena Ritschel	False
Ramsey Clark	König von Preussen Freidrich Wilhelm IV	False
Lajos Batthyány	King of Bohemia Fridrich I	False
Lajos Batthyány	King of Bohemia Frederick I	False
Archduke Wilhelm Franz of Austria	Friedrich Wilhelm IV.	False
Ivan Cooper	Frederick-William IV.	False
Sun Fo	Elector Palatine Frederick V	False
Alfredo de Sá Cardoso	Count Palatine Fredericke V	False
Frank Tejeda	Joseph Dietrich	False
Chatchai Chunhawan	Winter King	False
Philips of Marnix, Lord of Saint-Aldegonde	Kronprinz Friedrich Wilhelm	False
Philips of Marnix, Lord of Saint-Aldegonde	King of Prussia and Emperor of Germany Frederick III	False
Philips of Marnix, Lord of Saint-Aldegonde	keizer van Duitsland Friedrich III	False
Philips of Marnix, Lord of Saint-Aldegonde	Kaiser Friedrich Deutsches Reich	False
Philips of Marnix, Lord of Saint-Aldegonde	Kaiser des Deutschen Reichs Friedrich III	False
Patrick J. Hurley	German Emperor Friedrich III	False
Bertrand Barère	Friedrich Wilhelm Nikolaus Karl	False
Bertrand Barère	Deutscher Kaiser und König von Preußen Friedrich III.	False
Bertrand Barère	Crown Prince of Prussia Friedrich Wilhelm	False
Bertrand Barère	Sophie, Prinzessin von der Pfalz	False
Csaba Tabajdi	Sophie von Hannover	False
Csaba Tabajdi	Sophie von der Pfalz	False
Bertrand Barère	Sophia, Electress of Hanover	False
Bertrand Barère	Sophia, Duchess of Brunswick-Lüneburg	False
Lajos Batthyány	Sophia of the Palatinate	False
Li Fangying	Alfred Josef Ferdinand Jodl	False
Li Fangying	Alfred Baumgärtler	False
George Armistead Smathers	Winterkoning	False
George Armistead Smathers	Hermann Müller-Franken	False
He Guoqiang	Hermann Müller-Breslau	False
Jibrell Ali Salad	Sophia	False
Győző Istóczy	General Erich Georg Anton von Falkenhayn	False
Sun Fo	Horst Ludwig Wessel	False
Robert Reich	Lord Keynes	False
Charlie Soong	Jose Joaquin Perez	False
Charlie Soong	Jiang Zhoutai	False
Charlie Soong	Jiǎng Zhōngzhèng	False
Itamar Rabinovich	Pepe Mujica	False
Wei Zhongxian	Jose Mujica	False
Wei Zhongxian	"""José Alberto """"Pepe"""" Mujica Cordano"""	False
Wei Zhongxian	Josip Broz	False
Yan Huiqing	Joseph Simon Gallieni	False
Zhang Liang	Trygve Halvdan Lie	False
Albert Chan	Walter	False
Albert Chan	E. Rutherford	False
Albert Chan	Johann Heinrich Zschokke	False
Albert Chan	Johann Heinrich Daniel Zschokke	False
Ludwig von Cobenzl	蔣介石	False
Manuel Chaves González	蔣中正	False
Shigetarō Shimada	Jiang Zhongzheng	False
Shigetarō Shimada	Jiang Jieshi	False
François Barbé-Marbois	Chang Kai-shek	False
Al Sayed Musa al-Sadr	Friedrich Wilhelm Förster	False
Al Sayed Musa al-Sadr	Friedrich Foerster	False
Hong Dagu	F. W. Foerster	False
Hong Dagu	Anne Marie Renger	False
Ján Kubiš	William, Prince of Wied	False
Ferdinand II of Naples	William V, Prince of Wied	False
Félix Dupanloup	Wilhelm Adolph Maximilian Karl zu Wied	False
Iosif Vladimirovich Gurko	Michael Gerhard Leutert	False
Jonathan Shaw	Zemin Jiang	False
Hildesuse Gaertner	Jiangzemin	False
Ferdinand II of Naples	Jiang Ze Min	False
François Barbé-Marbois	Hubert Ludovic Charlotte Cools	False
François Barbé-Marbois	Adolf Heinrich Graf von Arnim-Boitzenburg	False
François Barbé-Marbois	Osagyefo Dr. Kwame Nkrumah	False
François Barbé-Marbois	Nkrumah	False
François Barbé-Marbois	Francis Nwia Kofi Nkrumah	False
François Barbé-Marbois	Francis Nwia Kofi Ngonloma	False
François Barbé-Marbois	Vishnu Gupta	False
François Barbé-Marbois	Kautilya	False
François Barbé-Marbois	Javier Perez de Cuellar	False
François Barbé-Marbois	Javier Felipe Ricardo Pérez de Cuéllar y de la Guerra	False
François Barbé-Marbois	The Lord Gladwyn	False
François Barbé-Marbois	Hubert Miles Gladwyn Jebb, 1st Baron Gladwyn	False
François Barbé-Marbois	Hubert M. Gladwyn	False
François Barbé-Marbois	1st Baron Gladwyn	False
François Barbé-Marbois	Anibal Pinto Garmendia	False
Ferenc Herczeg	Henry Alfred Kissinger	False
Zhang Liang	Henry A. Kissinger	False
Ferenc Herczeg	Heinz Kissinger	False
Ferenc Herczeg	Heinz Alfred Kissinger	False
John Cornyn	Bars Bolud	False
Louis XIII of France	Kissinger	False
Louis XIII of France	Kurt Ferdinand Friedrich Hermann von Schleicher	False
Louis XIII of France	Kim Jung-woon	False
Louis XIII of France	Kim Jung Woon	False
Louis XIII of France	Kim Jong-Eun	False
Louis XIII of France	Kim Jong-eun	False
Louis XIII of France	Kim Jung-eun	False
Robert Muldoon	Sir Archie Taiaroa	False
Robert Muldoon	Sir Archie John Te Atawhai Taiaroa	False
Robert Muldoon	Archie John Te Atawhai Taiaroa	False
Robert Muldoon	Johann Ludwig Graf Schwerin von Krosigk	False
Robert Muldoon	Graf Schwerin von Krosigk	False
Gérard Cooreman	Philipp von Lenard	False
Gérard Cooreman	Philipp Eduard Anton von Lenard	False
Daniel Salamanca Urey	Kim Jong Un	False
Dirk Kempthorne	Kim Jong un	False
Edwin Edwards	Kim Jong eun	False
Louis XIII of France	Ye	False
Kurt Schuschnigg	Patrick Yvonne Hugo Dewael	False
Aleksei Fedorovich Adashev	Hilde Urbanie Julia Crevits	False
Daniel Carroll	Otto von Bismarck-Schönhausen	False
Daniel Carroll	Otto Eduard Leopold, Prince of Bismarck, Duke of Lauenburg	False
Hsu Shih-chang	Otto Eduard Leopold von Bismarck-Schönhausen Fürst von Bismarck	False
Brad Sherman	Iron Chancellor	False
José Sánchez Guerra	Ghali	False
José Sánchez Guerra	Harry Heinz Schwarz	False
George Holyoake	President Johnson	False
Simon Langham	A. Johnson	False
V. Volodarsky	Friedrich Wilhelm Reinhold Pieck	False
V. Volodarsky	Marx	False
V. Volodarsky	Pedro Gerardo Beltrán Espantoso	False
V. Volodarsky	Pedro Beltrán Espantoso	False
Hsu Shih-chang	Maurice Donald Williamson	False
Hsu Shih-chang	LeBron of Rhyme	False
Orji Uzor Kalu	Germán Riesco Errázuriz	False
Hsu Shih-chang	German Riesco Errazuriz	False
André Chandernagor	German Riesco	False
Juan Bautista Aznar-Cabañas	Prince Bismarck	False
Juan Bautista Aznar-Cabañas	Pierre Elliott Trudeau	False
Turhan Përmeti	Joseph Philippe Pierre Yves Elliott Trudeau	False
Kurt Schuschnigg	Jerzy Krzysztof Hausner	False
Kurt Schuschnigg	Ivica Sanader	False
Kurt Schuschnigg	Ćaća	False
Kurt Schuschnigg	Mario Orlando Hardy Hamlet Brenno Benedetti Farrugia	False
Kurt Schuschnigg	Hamlet Brenna Benedetti Farrugia	False
Arthur Cohen	William Hamilton	False
Hu Weide	William Douglas-Hamilton, Duke of Hamilton	False
Hsu Shih-chang	William Douglas-Hamilton	False
František Šebej	William Douglas Duke of Hamilton	False
Salvador de Madariaga	William Douglas	False
Eric Arturo Delvalle	Lord William Douglas	False
Eric Arturo Delvalle	3rd Duke of Hamilton	False
Jean-Jacques Willmar	Ki-moon Ban	False
Hsu Shih-chang	H.E. Ban Ki-moon	False
Hsu Shih-chang	Ban Kimoon	False
Hsu Shih-chang	Ban Ki Moon	False
Hsu Shih-chang	Bismarck	False
Hsu Shih-chang	Luigi Numa Lorenzo Einaudi	False
Hsu Shih-chang	"""Bartolomeus Jozef Lodewijk Rosalia """"Bart"""" Somers"""	False
Hsu Shih-chang	Yeezy	False
Hsu Shih-chang	Yeezus	False
Hsu Shih-chang	Ye West	False
Heikki Hasu	Saint Pablo	False
Ivan Mihailov	Kanye Omari West	False
Tokugawa Iesato	Dag Hjalmar Agne Carl Hammarskjöld	False
John D. Lee	Eugène-Melchior de Vogüé	False
Tom Laughlin	Eugène Melchoir de Vogüé	False
Vasily Solovyov-Sedoi	His Royal Highness Grand Duke Henri	False
András Tasnádi Nagy	Henri Albert Gabriel Félix Marie Guillaume	False
Diarra Traoré	Henri Albert Gabriel Felix Marie Guillaume	False
Hu Weide	Queen Zabel	False
Hu Weide	Queen Isabella of Armenia	False
Charles Yeater	Isabelle of Armenia	False
Hau Pei-tsun	Cornelius Gallus	False
Hau Pei-tsun	Thiripyanchi U Thant	False
Asa Grover	Thant	False
Warren E. Hearnes	Pedro Elias Pablo Montt Montt	False
Michel Marie Claparède	Mr. West	False
William Frederick, Prince of Nassau-Dietz	Zabel of Armenia	False
Khuang Aphaiwong	Isabella of Armenia	False
Ye Mingchen	Johan Maria Gerardus Vandeurzen	False
Ye Mingchen	Hippoliet Jan Van Peene	False
Ye Mingchen	Carlos Ramirez MacGregor	False
Ye Mingchen	Carlos Enrique Ramírez MacGregor	False
Yu Hung-chun	Carlos Enrique Ramirez MacGregor	False
Mark Hendrick	Ramon Barros Luco	False
Mykola Vasylenko	HE Ban Ki Moon	False
Warren E. Hearnes	Eduard Leopold, Prince von Bismarck-Schönhausen	False
William M. Evarts	Kanye	False
Baron Ludwig von Holzgethan	Kim Jung-Woon	False
Elizabeth Kee	Kim Jung woon	False
Elizabeth Kee	Kim Jong-Woon	False
Duanfang	Kim Jong-woon	False
Duanfang	Kim Jong-Un	False
Duanfang	Kim Jong Woon	False
Duanfang	Kim Jong woon	False
Duanfang	Ludwik Stanisław Dorn	False
Duanfang	Jefferson Leonaro Pérez Quezada	False
Duanfang	Danton Jobim	False
Duanfang	Carlos Victor Aramayo	False
Duanfang	The Great Ashoka	False
Duanfang	Mauryan Ashoka	False
Duanfang	Emperor Ashoka	False
Duanfang	Chakravarty Samrat Ashok	False
Duanfang	Ashoka Samrat	False
Henry Ireton	Ashoka Maurya	False
Liu E	Ashoka Mahan	False
Liu E	Ashok Mahan	False
Ye Mingchen	Samrat Ashok	False
Liu E	Pozharsky	False
Amat Al Alim Alsoswa	Asok	False
Amat Al Alim Alsoswa	The Liberator	False
Hovhannes Katchaznouni	William J. Hamilton	False
Lucius Vipstanus Messalla	Asoka	False
Liu E	Jean, Grand Duke of Luxembourg	False
William Frederick, Prince of Nassau-Dietz	Jean I of Luxembourg	False
J. C. Jacobsen	Jean Benoît Guillaume Robert Antoine Louis Marie Adolphe Marc d'Aviano	False
Liu E	Grand Duke Jean I	False
Lu Rongting	Franz Schollaert	False
Lu Rongting	François Victor Marie Ghislain Schollaert	False
David Bakradze	Ningzong	False
Wang Duo	Emperor Ningzong of Yuan	False
Arlen Erdahl	Emperor Chongsheng Si Xiao	False
Titus Caesernius Statianus	Beierzhijin Yilinzhiban	False
Wang Duo	Alberto Lleras	False
Wang Duo	Ashoka the Great	False
Wang Duo	Simon Bolivar	False
Wang Duo	Bolívar	False
Wang Duo	Ashok	False
Wang Duo	Roman Jacek Giertych	False
Wang Duo	Wolfgang Schauble	False
Wang Duo	Wolfgang Schaeuble	False
Wang Duo	De Montesquieu	False
Wang Duo	Charles-Louis de Secondat, baron de La Brède et de Montesquieu	False
Wang Duo	Charles-Louis de Secondat	False
Wang Duo	Charles Louis de Secondat de Montesquieu	False
Wang Duo	Baron de Montesquieu	False
Wang Duo	President Buchanan	False
Wang Duo	James Buchanan, Jr.	False
Wang Duo	J. Buchanan, Jr.	False
Wang Duo	J. Buchanan	False
Wang Duo	William Hamilton	False
Wang Duo	Zyta Janina Gilowska	False
Wang Duo	President Pierce	False
Wang Duo	F. Pierce	False
Wang Duo	Venerable Robert Schuman	False
Wang Duo	Jean-Baptiste Nicolas Robert Schuman	False
Wang Duo	Eduardo Rodríguez Larreta Arocena	False
Wang Duo	Eduardo Rodriguez Larreta Arocena	False
Wang Duo	Eduardo Rodriguez Larreta	False
Wang Duo	Dmitry Mikhaylovich Pozharsky	False
Wang Duo	Carlos Frederico Werneck de Lacerda	False
Wang Duo	The Liberator of America	False
Wang Duo	Simón José Antonio de la Santísima Trinidad Bolívar y Ponte Palacios y Blanco	False
Wang Duo	Guofu	False
Wang Duo	Zhongshan	False
Wang Duo	Yixian	False
Liu Qi	William Hamilton	False
Honoré III, Prince of Monaco	Buyantu Khan	False
Boris Sarafov	Muhammad Morsi	False
William S. Damrell	Mohammed Mursi	False
Chen Gong	Mohammed Morsi	False
Chen Gong	Mohammad Morsi	False
Tsai E	Mohamed Mursi	False
Tsai E	Mohamed Morsi Al-Ayyat	False
Zhang Qun	Mohamed Mohamed Morsi Issa Al-Ayyat	False
István Bárczy	Category:Giorgio Napolitano	False
Sam Farr	Mohamed Morsy	False
Jérôme-Joseph de Momigny	孫逸仙	False
Zhang Qun	孫载之	False
Zhang Qun	孫載之	False
Zhang Qun	孫日新	False
Liu Yan	孫文	False
Liu Yan	孫德明	False
Wang Duo	孫帝象	False
Wang Duo	孙德明	False
Wang Duo	孙中山	False
Baldwin IV, Count of Hainaut	國父	False
Wang Duo	中山樵	False
Wang Duo	Yahtsīn	False
Wang Duo	Yahtsān	False
Wang Duo	Sun, Yat-sen	False
Wang Duo	Sun Zhongshan Xiansheng	False
Wang Duo	Sun Zaizhi	False
André Muhirwa	Sūn Yìxiān	False
Samuel Griswold Goodrich	Sun Yihsien	False
Samuel Griswold Goodrich	Sun Yi-hsien	False
Samuel Griswold Goodrich	Sun Yi Xian	False
A. Philip Randolph	Sun Yatsen	False
Gino Capponi	Sun Yat Sen	False
Gino Capponi	Sūn Wén	False
Huntley Nowel Spaulding	Sun Teming	False
Huntley Nowel Spaulding	Sun Te-ming	False
Jaime Roldos Aquilera	Sun Jihhsin	False
Jaime Roldos Aquilera	Sun Jih-hsin	False
Jaime Roldos Aquilera	Sun I-hsien	False
Asa Hutchinson	Sūn Démíng	False
